Índice;Data de Referência;Número Índice;Variação Diária (%);Variação no Mês (%);Variação no Ano (%);Variação 12 Meses (%)
IHFA;28/02/2013;1.795,82;0,0903;0,3947;1,4227;13,0449
IHFA;01/03/2013;1.797,37;0,0863;0,0863;1,5102;12,716
IHFA;04/03/2013;1.796,76;-0,0339;0,0523;1,4757;12,4219
IHFA;05/03/2013;1.798,33;0,0874;0,1398;1,5644;12,5793
IHFA;06/03/2013;1.799,18;0,0473;0,1871;1,6124;12,6995
IHFA;07/03/2013;1.798,33;-0,0472;0,1398;1,5644;12,5053
IHFA;08/03/2013;1.801,26;0,1629;0,3029;1,7299;12,3288
IHFA;11/03/2013;1.801,90;0,0355;0,3386;1,766;12,0731
IHFA;12/03/2013;1.801,58;-0,0178;0,3207;1,748;12,1271
IHFA;13/03/2013;1.801,45;-0,0072;0,3135;1,7406;11,8559
IHFA;14/03/2013;1.802,18;0,0405;0,3542;1,7819;11,8373
IHFA;15/03/2013;1.801,16;-0,0566;0,2974;1,7242;11,7699
IHFA;18/03/2013;1.803,42;0,1255;0,4232;1,8519;11,9094
IHFA;19/03/2013;1.803,24;-0,01;0,4132;1,8417;11,8989
IHFA;20/03/2013;1.804,27;0,0571;0,4705;1,8999;11,9691
IHFA;21/03/2013;1.803,06;-0,0671;0,4032;1,8316;11,8239
IHFA;22/03/2013;1.803,82;0,0422;0,4455;1,8745;12,0162
IHFA;25/03/2013;1.804,94;0,0621;0,5078;1,9377;12,0691
IHFA;26/03/2013;1.805,79;0,0471;0,5552;1,9857;12,0349
IHFA;27/03/2013;1.806,78;0,0548;0,6103;2,0416;12,1325
IHFA;28/03/2013;1.808,05;0,0703;0,681;2,1134;12,2455
IHFA;01/04/2013;1.804,67;-0,1869;-0,1869;1,9225;11,9696
IHFA;02/04/2013;1.805,66;0,0549;-0,1322;1,9784;11,8395
IHFA;03/04/2013;1.802,41;-0,18;-0,3119;1,7948;11,4959
IHFA;04/04/2013;1.802,57;0,0089;-0,3031;1,8039;11,4865
IHFA;05/04/2013;1.804,18;0,0893;-0,214;1,8948;11,5406
IHFA;08/04/2013;1.805,50;0,0732;-0,141;1,9694;11,6222
IHFA;09/04/2013;1.806,67;0,0648;-0,0763;2,0354;11,8259
IHFA;10/04/2013;1.809,94;0,181;0,1045;2,2201;12,0671
IHFA;11/04/2013;1.808,73;-0,0669;0,0376;2,1518;11,9575
IHFA;12/04/2013;1.803,92;-0,2659;-0,2284;1,8801;11,4935
IHFA;15/04/2013;1.797,66;-0,347;-0,5747;1,5266;11,0057
IHFA;16/04/2013;1.801,47;0,2119;-0,3639;1,7418;11,1998
IHFA;17/04/2013;1.801,65;0,01;-0,354;1,7519;11,093
IHFA;18/04/2013;1.809,87;0,4562;0,1007;2,2162;11,4246
IHFA;19/04/2013;1.812,30;0,1343;0,2351;2,3534;11,2503
IHFA;22/04/2013;1.814,82;0,139;0,3744;2,4957;11,3127
IHFA;23/04/2013;1.817,89;0,1692;0,5442;2,6691;11,4525
IHFA;24/04/2013;1.818,17;0,0154;0,5597;2,6849;11,3086
IHFA;25/04/2013;1.817,41;-0,0418;0,5177;2,642;11,2144
IHFA;26/04/2013;1.814,98;-0,1337;0,3833;2,5048;10,9408
IHFA;29/04/2013;1.815,73;0,0413;0,4248;2,5471;10,7456
IHFA;30/04/2013;1.817,81;0,1146;0,5398;2,6646;10,7111
IHFA;02/05/2013;1.821,30;0,192;0,192;2,8617;10,593
IHFA;03/05/2013;1.822,86;0,0857;0,2778;2,9498;10,6729
IHFA;06/05/2013;1.824,38;0,0834;0,3614;3,0356;10,5357
IHFA;07/05/2013;1.825,82;0,0789;0,4406;3,117;10,4302
IHFA;08/05/2013;1.826,89;0,0586;0,4995;3,1774;10,6529
IHFA;09/05/2013;1.830,07;0,1741;0,6744;3,357;10,873
IHFA;10/05/2013;1.831,35;0,0699;0,7449;3,4293;10,7339
IHFA;13/05/2013;1.829,86;-0,0814;0,6629;3,3451;10,5075
IHFA;14/05/2013;1.830,38;0,0284;0,6915;3,3745;10,4382
IHFA;15/05/2013;1.833,78;0,1858;0,8785;3,5665;10,5499
IHFA;16/05/2013;1.831,80;-0,108;0,7696;3,4547;10,3295
IHFA;17/05/2013;1.834,01;0,1206;0,8912;3,5795;10,5998
IHFA;20/05/2013;1.833,40;-0,0333;0,8576;3,5451;10,5477
IHFA;21/05/2013;1.835,02;0,0884;0,9467;3,6366;10,608
IHFA;22/05/2013;1.835,93;0,0496;0,9968;3,688;10,9082
IHFA;23/05/2013;1.832,43;-0,1906;0,8043;3,4903;10,6941
IHFA;24/05/2013;1.830,19;-0,1222;0,681;3,3638;10,9764
IHFA;27/05/2013;1.829,62;-0,0311;0,6497;3,3316;10,8491
IHFA;28/05/2013;1.831,15;0,0836;0,7339;3,418;10,9593
IHFA;29/05/2013;1.832,53;0,0754;0,8098;3,4959;10,8937
IHFA;31/05/2013;1.827,35;-0,2827;0,5248;3,2034;10,3426
IHFA;03/06/2013;1.823,97;-0,185;-0,185;3,0125;10,249
IHFA;04/06/2013;1.827,72;0,2056;0,0202;3,2243;10,7145
IHFA;05/06/2013;1.823,97;-0,2052;-0,185;3,0125;10,4894
IHFA;06/06/2013;1.820,51;-0,1897;-0,3743;2,8171;10,1944
IHFA;07/06/2013;1.819,63;-0,0483;-0,4225;2,7674;10,1411
IHFA;10/06/2013;1.817,52;-0,116;-0,5379;2,6482;9,8385
IHFA;11/06/2013;1.811,64;-0,3235;-0,8597;2,3161;9,4488
IHFA;12/06/2013;1.811,76;0,0066;-0,8531;2,3229;9,2415
IHFA;13/06/2013;1.814,88;0,1722;-0,6824;2,4991;9,3433
IHFA;14/06/2013;1.812,13;-0,1515;-0,8329;2,3438;9,2145
IHFA;17/06/2013;1.814,70;0,1418;-0,6923;2,4889;9,4109
IHFA;18/06/2013;1.815,88;0,065;-0,6277;2,5556;9,2653
IHFA;19/06/2013;1.815,69;-0,0105;-0,6381;2,5449;9,246
IHFA;20/06/2013;1.820,51;0,2655;-0,3743;2,8171;9,5953
IHFA;21/06/2013;1.817,03;-0,1912;-0,5648;2,6205;9,3148
IHFA;24/06/2013;1.811,39;-0,3104;-0,8734;2,302;8,9538
IHFA;25/06/2013;1.812,26;0,048;-0,8258;2,3511;8,9563
IHFA;26/06/2013;1.814,05;0,0988;-0,7278;2,4522;8,9958
IHFA;27/06/2013;1.818,96;0,2707;-0,4591;2,7295;9,1446
IHFA;28/06/2013;1.823,77;0,2644;-0,1959;3,0012;9,3348
IHFA;01/07/2013;1.824,96;0,0652;0,0652;3,0684;9,3681
IHFA;02/07/2013;1.825,23;0,0148;0,0801;3,0836;9,3882
IHFA;03/07/2013;1.827,07;0,1008;0,1809;3,1876;9,2628
IHFA;04/07/2013;1.829,47;0,1314;0,3125;3,3231;9,2926
IHFA;05/07/2013;1.827,49;-0,1082;0,204;3,2113;9,1052
IHFA;08/07/2013;1.829,81;0,127;0,3312;3,3423;9,0484
IHFA;09/07/2013;1.831,29;0,0809;0,4123;3,4259;9,1288
IHFA;10/07/2013;1.830,36;-0,0508;0,3613;3,3734;9,0149
IHFA;11/07/2013;1.829,13;-0,0672;0,2939;3,3039;8,8049
IHFA;12/07/2013;1.830,35;0,0667;0,3608;3,3728;8,8684
IHFA;15/07/2013;1.825,33;-0,2743;0,0855;3,0893;8,4447
IHFA;16/07/2013;1.828,08;0,1507;0,2363;3,2446;8,5223
IHFA;17/07/2013;1.827,84;-0,0131;0,2232;3,2311;8,577
IHFA;18/07/2013;1.829,28;0,0788;0,3021;3,3124;8,5201
IHFA;19/07/2013;1.831,87;0,1416;0,4441;3,4587;8,4666
IHFA;22/07/2013;1.832,90;0,0562;0,5006;3,5168;8,4235
IHFA;23/07/2013;1.831,05;-0,1009;0,3992;3,4123;8,2859
IHFA;24/07/2013;1.835,38;0,2365;0,6366;3,6569;8,408
IHFA;25/07/2013;1.836,05;0,0365;0,6733;3,6947;8,5251
IHFA;26/07/2013;1.835,27;-0,0425;0,6306;3,6507;8,5483
IHFA;29/07/2013;1.836,42;0,0627;0,6936;3,7156;8,5849
IHFA;30/07/2013;1.838,00;0,086;0,7803;3,8049;8,5102
IHFA;31/07/2013;1.839,48;0,0805;0,8614;3,8884;8,647
IHFA;01/08/2013;1.844,21;0,2571;0,2571;4,1556;8,7465
IHFA;02/08/2013;1.842,54;-0,0906;0,1664;4,0613;8,6218
IHFA;05/08/2013;1.845,07;0,1373;0,3039;4,2042;8,9443
IHFA;06/08/2013;1.844,26;-0,0439;0,2599;4,1584;8,8033
IHFA;07/08/2013;1.845,10;0,0455;0,3055;4,2058;8,7522
IHFA;08/08/2013;1.844,10;-0,0542;0,2512;4,1494;8,4809
IHFA;09/08/2013;1.843,49;-0,0331;0,218;4,1149;8,3794
IHFA;12/08/2013;1.843,81;0,0174;0,2354;4,133;8,3288
IHFA;13/08/2013;1.848,82;0,2717;0,5078;4,4159;8,5976
IHFA;14/08/2013;1.849,09;0,0146;0,5224;4,4312;8,5491
IHFA;15/08/2013;1.848,25;-0,0454;0,4768;4,3838;8,4552
IHFA;16/08/2013;1.851,83;0,1937;0,6714;4,5859;8,7949
IHFA;19/08/2013;1.851,46;-0,02;0,6513;4,565;8,7469
IHFA;20/08/2013;1.851,53;0,0038;0,6551;4,569;8,8725
IHFA;21/08/2013;1.855,62;0,2209;0,8774;4,8;9,1188
IHFA;22/08/2013;1.858,08;0,1326;1,0112;4,9389;9,3336
IHFA;23/08/2013;1.852,23;-0,3148;0,6931;4,6085;9,058
IHFA;26/08/2013;1.852,60;0,02;0,7132;4,6294;9,0002
IHFA;27/08/2013;1.850,29;-0,1247;0,5877;4,499;8,8284
IHFA;28/08/2013;1.847,35;-0,1589;0,4278;4,3329;8,5693
IHFA;29/08/2013;1.854,03;0,3616;0,791;4,7102;8,894
IHFA;30/08/2013;1.856,93;0,1564;0,9486;4,874;9,0388
IHFA;02/09/2013;1.857,54;0,0328;0,0328;4,9084;9,063
IHFA;03/09/2013;1.856,40;-0,0614;-0,0285;4,844;8,8651
IHFA;04/09/2013;1.856,28;-0,0065;-0,035;4,8373;8,7726
IHFA;05/09/2013;1.854,04;-0,1207;-0,1556;4,7108;8,6139
IHFA;06/09/2013;1.849,51;-0,2443;-0,3996;4,4549;8,2756
IHFA;09/09/2013;1.849,62;0,0059;-0,3937;4,4611;8,2821
IHFA;10/09/2013;1.853,15;0,1909;-0,2036;4,6605;8,642
IHFA;11/09/2013;1.852,81;-0,0183;-0,2219;4,6413;8,6985
IHFA;12/09/2013;1.855,41;0,1403;-0,0819;4,7881;8,8753
IHFA;13/09/2013;1.855,75;0,0183;-0,0635;4,8073;8,746
IHFA;16/09/2013;1.856,88;0,0609;-0,0027;4,8711;8,8294
IHFA;17/09/2013;1.854,83;-0,1104;-0,1131;4,7554;8,6481
IHFA;18/09/2013;1.850,71;-0,2221;-0,335;4,5227;8,3744
IHFA;19/09/2013;1.849,25;-0,0789;-0,4136;4,4402;8,3454
IHFA;20/09/2013;1.848,19;-0,0573;-0,4707;4,3804;8,1306
IHFA;23/09/2013;1.847,80;-0,0211;-0,4917;4,3583;8,0174
IHFA;24/09/2013;1.847,35;-0,0244;-0,5159;4,3329;7,9097
IHFA;25/09/2013;1.850,58;0,1748;-0,342;4,5153;8,0057
IHFA;26/09/2013;1.853,48;0,1567;-0,1858;4,6791;8,1869
IHFA;27/09/2013;1.854,43;0,0513;-0,1346;4,7328;8,1925
IHFA;30/09/2013;1.850,02;-0,2378;-0,3721;4,4837;7,7906
IHFA;01/10/2013;1.851,93;0,1032;0,1032;4,5916;7,743
IHFA;02/10/2013;1.847,24;-0,2532;-0,1503;4,3267;7,412
IHFA;03/10/2013;1.846,86;-0,0206;-0,1708;4,3052;7,4106
IHFA;04/10/2013;1.848,90;0,1105;-0,0605;4,4205;7,4317
IHFA;07/10/2013;1.848,64;-0,0141;-0,0746;4,4058;6,9493
IHFA;08/10/2013;1.847,31;-0,0719;-0,1465;4,3307;6,9008
IHFA;09/10/2013;1.848,04;0,0395;-0,107;4,3719;6,9721
IHFA;10/10/2013;1.847,36;-0,0368;-0,1438;4,3335;6,9371
IHFA;11/10/2013;1.848,94;0,0855;-0,0584;4,4227;6,8826
IHFA;14/10/2013;1.849,97;0,0557;-0,0027;4,4809;6,9421
IHFA;15/10/2013;1.850,42;0,0243;0,0216;4,5063;6,9403
IHFA;16/10/2013;1.849,90;-0,0281;-0,0065;4,4769;6,8306
IHFA;17/10/2013;1.849,20;-0,0378;-0,0443;4,4374;6,8679
IHFA;18/10/2013;1.853,82;0,2498;0,2054;4,6983;7,1374
IHFA;21/10/2013;1.854,84;0,055;0,2605;4,7559;7,197
IHFA;22/10/2013;1.854,82;-0,0011;0,2595;4,7548;7,1803
IHFA;23/10/2013;1.852,43;-0,1289;0,1303;4,6198;7,0391
IHFA;24/10/2013;1.855,25;0,1522;0,2827;4,7791;7,1445
IHFA;25/10/2013;1.854,00;-0,0674;0,2151;4,7085;7,0043
IHFA;28/10/2013;1.853,74;-0,014;0,2011;4,6938;6,956
IHFA;29/10/2013;1.855,83;0,1127;0,3141;4,8118;7,0321
IHFA;30/10/2013;1.857,53;0,0916;0,4059;4,9079;7,0678
IHFA;31/10/2013;1.863,44;0,3182;0,7254;5,2416;7,3311
IHFA;01/11/2013;1.867,20;0,2018;0,2018;5,454;7,4351
IHFA;04/11/2013;1.866,96;-0,0129;0,1889;5,4404;7,4213
IHFA;05/11/2013;1.871,01;0,2169;0,4062;5,6692;7,5404
IHFA;06/11/2013;1.870,92;-0,0048;0,4014;5,6641;7,4945
IHFA;07/11/2013;1.870,35;-0,0305;0,3708;5,6319;7,4173
IHFA;08/11/2013;1.871,51;0,062;0,4331;5,6974;7,5241
IHFA;11/11/2013;1.875,78;0,2282;0,6622;5,9386;7,8289
IHFA;12/11/2013;1.875,65;-0,0069;0,6552;5,9312;7,9554
IHFA;13/11/2013;1.877,34;0,0901;0,7459;6,0267;8,0962
IHFA;14/11/2013;1.880,60;0,1736;0,9209;6,2108;8,4732
IHFA;18/11/2013;1.877,87;-0,1452;0,7744;6,0566;8,1517
IHFA;19/11/2013;1.876,68;-0,0634;0,7105;5,9894;7,9209
IHFA;20/11/2013;1.876,68;0;0,7105;5,9894;7,8626
IHFA;21/11/2013;1.881,45;0,2542;0,9665;6,2588;8,1318
IHFA;22/11/2013;1.881,41;-0,0021;0,9643;6,2565;8,086
IHFA;25/11/2013;1.880,57;-0,0446;0,9193;6,2091;7,9206
IHFA;26/11/2013;1.883,17;0,1383;1,0588;6,3559;8,1318
IHFA;27/11/2013;1.888,28;0,2714;1,333;6,6445;8,3133
IHFA;28/11/2013;1.894,61;0,3352;1,6727;7,002;8,6477
IHFA;29/11/2013;1.896,00;0,0734;1,7473;7,0805;8,6838
IHFA;02/12/2013;1.899,44;0,1814;0,1814;7,2748;8,7152
IHFA;03/12/2013;1.900,02;0,0305;0,212;7,3076;8,6763
IHFA;04/12/2013;1.900,43;0,0216;0,2336;7,3307;8,5234
IHFA;05/12/2013;1.896,83;-0,1894;0,0438;7,1274;8,24
IHFA;06/12/2013;1.895,67;-0,0612;-0,0174;7,0619;7,7483
IHFA;09/12/2013;1.896,27;0,0317;0,0142;7,0958;7,7959
IHFA;10/12/2013;1.894,75;-0,0802;-0,0659;7,0099;7,7217
IHFA;11/12/2013;1.896,77;0,1066;0,0406;7,124;7,863
IHFA;12/12/2013;1.898,43;0,0875;0,1282;7,2178;7,8525
IHFA;13/12/2013;1.898,72;0,0153;0,1435;7,2341;7,8616
IHFA;16/12/2013;1.898,18;-0,0284;0,115;7,2037;7,7758
IHFA;17/12/2013;1.897,06;-0,059;0,0559;7,1404;7,5925
IHFA;18/12/2013;1.902,56;0,2899;0,346;7,451;7,8072
IHFA;19/12/2013;1.906,01;0,1813;0,528;7,6459;7,9495
IHFA;20/12/2013;1.909,57;0,1868;0,7157;7,8469;8,1235
IHFA;23/12/2013;1.909,87;0,0157;0,7315;7,8639;8,1503
IHFA;24/12/2013;1.910,52;0,034;0,7658;7,9006;8,192
IHFA;26/12/2013;1.911,54;0,0534;0,8196;7,9582;8,2449
IHFA;27/12/2013;1.911,64;0,0052;0,8249;7,9638;8,1422
IHFA;30/12/2013;1.916,90;0,2752;1,1023;8,2609;8,3858
IHFA;31/12/2013;1.917,90;0,0522;1,1551;8,3174;8,3174
IHFA;02/01/2014;1.920,42;0,1314;0,1314;0,1314;8,1117
IHFA;03/01/2014;1.917,24;-0,1656;-0,0344;-0,0344;7,7973
IHFA;06/01/2014;1.916,85;-0,0203;-0,0547;-0,0547;7,7493
IHFA;07/01/2014;1.915,77;-0,0563;-0,1111;-0,1111;7,7644
IHFA;08/01/2014;1.921,67;0,308;0,1966;0,1966;8,1455
IHFA;09/01/2014;1.921,65;-0,001;0,1955;0,1955;7,9609
IHFA;10/01/2014;1.917,90;-0,1951;0;0;7,6776
IHFA;13/01/2014;1.913,31;-0,2393;-0,2393;-0,2393;7,4061
IHFA;14/01/2014;1.917,30;0,2085;-0,0313;-0,0313;7,6216
IHFA;15/01/2014;1.918,53;0,0642;0,0328;0,0328;7,6127
IHFA;16/01/2014;1.919,16;0,0328;0,0657;0,0657;7,6082
IHFA;17/01/2014;1.915,35;-0,1985;-0,133;-0,133;7,2983
IHFA;20/01/2014;1.913,31;-0,1065;-0,2393;-0,2393;7,1684
IHFA;21/01/2014;1.918,11;0,2509;0,0109;0,0109;7,3375
IHFA;22/01/2014;1.921,66;0,1851;0,196;0,196;7,5049
IHFA;23/01/2014;1.922,50;0,0437;0,2398;0,2398;7,5103
IHFA;24/01/2014;1.917,52;-0,259;-0,0198;-0,0198;7,2895
IHFA;27/01/2014;1.920,94;0,1784;0,1585;0,1585;7,476
IHFA;28/01/2014;1.923,81;0,1494;0,3081;0,3081;7,6679
IHFA;29/01/2014;1.923,47;-0,0177;0,2904;0,2904;7,5339
IHFA;30/01/2014;1.918,28;-0,2698;0,0198;0,0198;7,2336
IHFA;31/01/2014;1.920,84;0,1335;0,1533;0,1533;7,3839
IHFA;03/02/2014;1.915,96;-0,2541;-0,2541;-0,1012;6,9729
IHFA;04/02/2014;1.916,14;0,0094;-0,2447;-0,0918;7,0194
IHFA;05/02/2014;1.916,03;-0,0057;-0,2504;-0,0975;6,9876
IHFA;06/02/2014;1.918,83;0,1461;-0,1046;0,0485;7,1583
IHFA;07/02/2014;1.921,19;0,123;0,0182;0,1715;7,3231
IHFA;10/02/2014;1.924,41;0,1676;0,1859;0,3394;7,4861
IHFA;11/02/2014;1.928,65;0,2203;0,4066;0,5605;7,7229
IHFA;12/02/2014;1.931,92;0,1695;0,5768;0,731;7,9056
IHFA;13/02/2014;1.927,62;-0,2226;0,353;0,5068;7,6113
IHFA;14/02/2014;1.927,23;-0,0202;0,3327;0,4865;7,6064
IHFA;17/02/2014;1.927,27;0,0021;0,3347;0,4886;7,5858
IHFA;18/02/2014;1.927,56;0,015;0,3498;0,5037;7,5779
IHFA;19/02/2014;1.927,62;0,0031;0,353;0,5068;7,5585
IHFA;20/02/2014;1.924,97;-0,1375;0,215;0,3686;7,515
IHFA;21/02/2014;1.922,24;-0,1418;0,0729;0,2263;7,3517
IHFA;24/02/2014;1.920,34;-0,0988;-0,026;0,1272;7,2121
IHFA;25/02/2014;1.917,56;-0,1448;-0,1708;-0,0177;7,0306
IHFA;26/02/2014;1.921,62;0,2117;0,0406;0,194;7,1938
IHFA;27/02/2014;1.917,05;-0,2378;-0,1973;-0,0443;6,8471
IHFA;28/02/2014;1.921,64;0,2394;0,0416;0,195;7,0063
IHFA;05/03/2014;1.920,31;-0,0692;-0,0692;0,1257;6,783
IHFA;06/03/2014;1.923,05;0,1427;0,0734;0,2685;6,8848
IHFA;07/03/2014;1.929,15;0,3172;0,3908;0,5866;7,2745
IHFA;10/03/2014;1.928,38;-0,0399;0,3507;0,5464;7,0573
IHFA;11/03/2014;1.930,30;0,0996;0,4507;0,6465;7,1258
IHFA;12/03/2014;1.927,97;-0,1207;0,3294;0,5251;7,0155
IHFA;13/03/2014;1.928,24;0,014;0,3435;0,5391;7,0382
IHFA;14/03/2014;1.925,46;-0,1442;0,1988;0,3942;6,8406
IHFA;17/03/2014;1.927,24;0,0924;0,2914;0,487;6,9999
IHFA;18/03/2014;1.927,71;0,0244;0,3159;0,5115;6,8919
IHFA;19/03/2014;1.932,34;0,2402;0,5568;0,7529;7,1593
IHFA;20/03/2014;1.932,11;-0,0119;0,5448;0,7409;7,0854
IHFA;21/03/2014;1.930,55;-0,0807;0,4637;0,6596;7,0708
IHFA;24/03/2014;1.928,79;-0,0912;0,3721;0,5678;6,9281
IHFA;25/03/2014;1.924,84;-0,2048;0,1665;0,3619;6,6429
IHFA;26/03/2014;1.923,87;-0,0504;0,116;0,3113;6,539
IHFA;27/03/2014;1.914,33;-0,4959;-0,3804;-0,1861;5,9526
IHFA;28/03/2014;1.918,18;0,2011;-0,1801;0,0146;6,0911
IHFA;31/03/2014;1.922,30;0,2148;0,0343;0,2294;6,319
IHFA;01/04/2014;1.925,02;0,1415;0,1415;0,3712;6,6688
IHFA;02/04/2014;1.928,94;0,2036;0,3454;0,5756;6,8274
IHFA;03/04/2014;1.932,31;0,1747;0,5207;0,7513;7,207
IHFA;04/04/2014;1.921,82;-0,5429;-0,025;0,2044;6,6156
IHFA;07/04/2014;1.913,70;-0,4225;-0,4474;-0,219;6,0703
IHFA;08/04/2014;1.906,71;-0,3653;-0,811;-0,5835;5,6056
IHFA;09/04/2014;1.907,13;0,022;-0,7892;-0,5616;5,5605
IHFA;10/04/2014;1.907,60;0,0246;-0,7647;-0,537;5,3958
IHFA;11/04/2014;1.910,32;0,1426;-0,6232;-0,3952;5,6166
IHFA;14/04/2014;1.913,42;0,1623;-0,4619;-0,2336;6,0701
IHFA;15/04/2014;1.918,23;0,2514;-0,2117;0,0172;6,7071
IHFA;16/04/2014;1.922,50;0,2226;0,0104;0,2398;6,7184
IHFA;17/04/2014;1.922,18;-0,0166;-0,0062;0,2232;6,69
IHFA;22/04/2014;1.922,38;0,0104;0,0042;0,2336;5,9268
IHFA;23/04/2014;1.917,15;-0,2721;-0,2679;-0,0391;5,4602
IHFA;24/04/2014;1.917,46;0,0162;-0,2518;-0,0229;5,461
IHFA;25/04/2014;1.920,86;0,1773;-0,0749;0,1543;5,6922
IHFA;28/04/2014;1.919,66;-0,0625;-0,1373;0,0918;5,7676
IHFA;29/04/2014;1.921,12;0,0761;-0,0614;0,1679;5,8043
IHFA;30/04/2014;1.921,03;-0,0047;-0,0661;0,1632;5,6783
IHFA;02/05/2014;1.919,95;-0,0562;-0,0562;0,1069;5,4165
IHFA;05/05/2014;1.923,66;0,1932;0,1369;0,3003;5,5298
IHFA;06/05/2014;1.918,24;-0,2818;-0,1452;0,0177;5,1448
IHFA;07/05/2014;1.919,41;0,061;-0,0843;0,0787;5,1259
IHFA;08/05/2014;1.917,94;-0,0766;-0,1609;0,0021;4,9839
IHFA;09/05/2014;1.918,79;0,0443;-0,1166;0,0464;4,8479
IHFA;12/05/2014;1.921,34;0,1329;0,0161;0,1794;4,9139
IHFA;13/05/2014;1.921,79;0,0234;0,0396;0,2028;5,0239
IHFA;14/05/2014;1.919,68;-0,1098;-0,0703;0,0928;4,8788
IHFA;15/05/2014;1.921,00;0,0688;-0,0016;0,1616;4,7563
IHFA;16/05/2014;1.921,73;0,038;0,0364;0,1997;4,9094
IHFA;19/05/2014;1.921,80;0,0036;0,0401;0,2033;4,7868
IHFA;20/05/2014;1.922,05;0,013;0,0531;0,2164;4,8353
IHFA;21/05/2014;1.921,96;-0,0047;0,0484;0,2117;4,7378
IHFA;22/05/2014;1.926,26;0,2237;0,2722;0,4359;4,9201
IHFA;23/05/2014;1.927,81;0,0805;0,3529;0,5167;5,2051
IHFA;26/05/2014;1.928,97;0,0602;0,4133;0,5772;5,3973
IHFA;27/05/2014;1.932,41;0,1783;0,5924;0,7566;5,6181
IHFA;28/05/2014;1.934,24;0,0947;0,6877;0,852;5,6298
IHFA;29/05/2014;1.933,23;-0,0522;0,6351;0,7993;5,4951
IHFA;30/05/2014;1.937,26;0,2085;0,8449;1,0094;5,715
IHFA;02/06/2014;1.941,35;0,2111;0,2111;1,2227;6,2385
IHFA;03/06/2014;1.942,75;0,0721;0,2834;1,2957;6,5122
IHFA;04/06/2014;1.946,04;0,1693;0,4532;1,4672;6,4736
IHFA;05/06/2014;1.945,32;-0,037;0,4161;1,4297;6,6531
IHFA;06/06/2014;1.946,57;0,0643;0,4806;1,4949;6,9244
IHFA;09/06/2014;1.945,70;-0,0447;0,4357;1,4495;6,9283
IHFA;10/06/2014;1.944,67;-0,0529;0,3825;1,3958;6,9958
IHFA;11/06/2014;1.945,97;0,0668;0,4496;1,4636;7,4148
IHFA;12/06/2014;1.945,72;-0,0128;0,4367;1,4505;7,3939
IHFA;13/06/2014;1.947,66;0,0997;0,5368;1,5517;7,3162
IHFA;16/06/2014;1.947,56;-0,0051;0,5317;1,5465;7,4735
IHFA;17/06/2014;1.951,55;0,2049;0,7376;1,7545;7,5412
IHFA;18/06/2014;1.948,85;-0,1384;0,5983;1,6137;7,3226
IHFA;20/06/2014;1.948,63;-0,0113;0,5869;1,6023;7,0376
IHFA;23/06/2014;1.948,15;-0,0246;0,5621;1,5772;7,2162
IHFA;24/06/2014;1.949,61;0,0749;0,6375;1,6534;7,6306
IHFA;25/06/2014;1.947,48;-0,1093;0,5275;1,5423;7,4614
IHFA;26/06/2014;1.947,48;0;0,5275;1,5423;7,3554
IHFA;27/06/2014;1.947,12;-0,0185;0,509;1,5235;7,0458
IHFA;30/06/2014;1.949,16;0,1048;0,6143;1,6299;6,8753
IHFA;01/07/2014;1.948,98;-0,0092;-0,0092;1,6205;6,7958
IHFA;02/07/2014;1.951,77;0,1432;0,1339;1,766;6,9328
IHFA;03/07/2014;1.953,45;0,0861;0,2201;1,8536;6,9171
IHFA;04/07/2014;1.954,43;0,0502;0,2704;1,9047;6,8304
IHFA;07/07/2014;1.955,02;0,0302;0,3006;1,9355;6,9784
IHFA;08/07/2014;1.953,25;-0,0905;0,2098;1,8432;6,7461
IHFA;09/07/2014;1.953,64;0,02;0,2298;1,8635;6,6811
IHFA;10/07/2014;1.952,24;-0,0717;0,158;1,7905;6,6588
IHFA;11/07/2014;1.951,70;-0,0277;0,1303;1,7623;6,701
IHFA;14/07/2014;1.951,53;-0,0087;0,1216;1,7535;6,6206
IHFA;15/07/2014;1.953,10;0,0804;0,2021;1,8353;6,9998
IHFA;16/07/2014;1.954,45;0,0691;0,2714;1,9057;6,9127
IHFA;17/07/2014;1.956,95;0,1279;0,3997;2,0361;7,0635
IHFA;18/07/2014;1.959,28;0,1191;0,5192;2,1576;7,1066
IHFA;21/07/2014;1.958,48;-0,0408;0,4782;2,1159;6,9115
IHFA;22/07/2014;1.961,38;0,1481;0,6269;2,2671;7,0097
IHFA;23/07/2014;1.960,90;-0,0245;0,6023;2,242;7,0916
IHFA;24/07/2014;1.959,04;-0,0949;0,5069;2,1451;6,7376
IHFA;25/07/2014;1.961,55;0,1281;0,6357;2,2759;6,8353
IHFA;28/07/2014;1.961,12;-0,0219;0,6136;2,2535;6,8573
IHFA;29/07/2014;1.961,94;0,0418;0,6557;2,2963;6,835
IHFA;30/07/2014;1.964,48;0,1295;0,786;2,4287;6,8814
IHFA;31/07/2014;1.963,71;-0,0392;0,7465;2,3885;6,7535
IHFA;01/08/2014;1.958,14;-0,2836;-0,2836;2,0981;6,1777
IHFA;04/08/2014;1.958,95;0,0414;-0,2424;2,1404;6,3179
IHFA;05/08/2014;1.958,17;-0,0398;-0,2821;2,0997;6,1298
IHFA;06/08/2014;1.959,53;0,0695;-0,2129;2,1706;6,2502
