Índice;Data de Referência;Número Índice;Variação Diária (%);Variação no Mês (%);Variação no Ano (%);Variação 12 Meses (%)
IHFA;03/08/2020;3.820,06;0,0886;0,0886;1,7993;6,063
IHFA;04/08/2020;3.812,26;-0,2042;-0,1158;1,5915;5,8464
IHFA;05/08/2020;3.829,22;0,4449;0,3286;2,0434;6,7027
IHFA;06/08/2020;3.845,41;0,4228;0,7527;2,4749;6,7505
IHFA;07/08/2020;3.833,55;-0,3084;0,442;2,1588;6,3003
IHFA;10/08/2020;3.831,33;-0,0579;0,3838;2,0996;5,7056
IHFA;11/08/2020;3.817,21;-0,3685;0,0139;1,7234;5,316
IHFA;12/08/2020;3.818,92;0,0448;0,0587;1,7689;5,7773
IHFA;13/08/2020;3.811,41;-0,1967;-0,1381;1,5688;5,5631
IHFA;14/08/2020;3.817,89;0,17;0,0317;1,7415;6,0708
IHFA;17/08/2020;3.809,92;-0,2088;-0,1771;1,5291;5,9288
IHFA;18/08/2020;3.833,05;0,6071;0,4289;2,1455;6,5719
IHFA;19/08/2020;3.820,12;-0,3373;0,0901;1,8009;6,3768
IHFA;20/08/2020;3.825,30;0,1356;0,2259;1,939;6,4991
IHFA;21/08/2020;3.825,31;0,0003;0,2261;1,9392;6,1201
IHFA;24/08/2020;3.834,30;0,235;0,4617;2,1788;6,7262
IHFA;25/08/2020;3.836,40;0,0548;0,5167;2,2348;6,7847
IHFA;26/08/2020;3.830,04;-0,1658;0,35;2,0653;7,063
IHFA;27/08/2020;3.828,46;-0,0413;0,3086;2,0232;6,8641
IHFA;28/08/2020;3.844,48;0,4184;0,7284;2,4501;7,3269
IHFA;31/08/2020;3.826,39;-0,4705;0,2544;1,968;6,2154
IHFA;01/09/2020;3.846,14;0,5162;0,5162;2,4943;6,7637
IHFA;02/09/2020;3.845,40;-0,0192;0,4968;2,4746;6,7147
IHFA;03/09/2020;3.824,38;-0,5466;-0,0525;1,9144;6,2709
IHFA;04/09/2020;3.827,94;0,0931;0,0405;2,0093;6,2647
IHFA;08/09/2020;3.810,96;-0,4436;-0,4033;1,5568;5,8941
IHFA;09/09/2020;3.825,78;0,3889;-0,0159;1,9517;6,5098
IHFA;10/09/2020;3.803,03;-0,5946;-0,6105;1,3455;5,9797
