Índice;Data de Referência;Número Índice;Variação Diária (%);Variação no Mês (%);Variação no Ano (%);Variação 12 Meses (%);Variação 24 Meses (%);Duration (d.u.);PMR
IMA-B;31/08/2011;2.624,685007;0,1647;5,4263;10,0284;16,5086;32,1168;1.756;
IMA-B;01/09/2011;2.665,801577;1,5665;1,5665;11,7521;18,6079;34,0483;1.772;
IMA-B;02/09/2011;2.645,076428;-0,7774;0,7769;10,8832;17,4441;33,0565;1.757;
IMA-B;05/09/2011;2.648,075002;0,1134;0,8912;11,0090;17,6075;33,1037;1.757;
IMA-B;06/09/2011;2.650,351410;0,0860;0,9779;11,1044;17,5073;33,2181;1.756;
IMA-B;08/09/2011;2.640,232723;-0,3818;0,5924;10,6802;17,1013;32,6757;1.748;
IMA-B;09/09/2011;2.646,615833;0,2418;0,8356;10,9478;17,3024;32,6538;1.751;
IMA-B;12/09/2011;2.650,990460;0,1653;1,0022;11,1312;17,5909;32,5926;1.751;
IMA-B;13/09/2011;2.646,436685;-0,1718;0,8287;10,9403;17,4075;32,3649;1.746;
IMA-B;14/09/2011;2.643,573142;-0,1082;0,7196;10,8202;17,1650;32,1052;1.742;
IMA-B;15/09/2011;2.645,099805;0,0577;0,7778;10,8842;17,2559;31,9716;1.740;
IMA-B;16/09/2011;2.646,553101;0,0549;0,8332;10,9452;17,6700;32,2073;1.737;
IMA-B;19/09/2011;2.642,277654;-0,1615;0,6703;10,7659;17,6751;31,8318;1.732;
IMA-B;20/09/2011;2.635,205524;-0,2677;0,4008;10,4695;17,4503;31,4790;1.723;
IMA-B;21/09/2011;2.618,778508;-0,6234;-0,2250;9,7808;16,4634;31,0309;1.706;
IMA-B;22/09/2011;2.606,824975;-0,4565;-0,6805;9,2797;15,8604;30,1493;1.694;
IMA-B;23/09/2011;2.616,424498;0,3682;-0,3147;9,6821;15,9646;30,6412;1.693;
IMA-B;26/09/2011;2.627,210208;0,4122;0,0962;10,1343;16,2891;31,2726;1.696;
IMA-B;27/09/2011;2.623,000576;-0,1602;-0,0642;9,9578;16,1172;31,0623;1.694;
IMA-B;28/09/2011;2.630,982652;0,3043;0,2399;10,2924;16,5245;31,2249;1.700;
IMA-B;29/09/2011;2.631,906109;0,0351;0,2751;10,3311;16,2494;31,2170;1.700;
IMA-B;30/09/2011;2.641,922528;0,3806;0,6567;10,7510;16,6692;31,8073;1.707;
IMA-B;03/10/2011;2.659,304949;0,6579;0,6579;11,4797;17,2585;32,6128;1.716;
IMA-B;04/10/2011;2.660,726322;0,0534;0,7117;11,5393;17,1968;32,6836;1.719;
IMA-B;05/10/2011;2.667,385154;0,2503;0,9638;11,8184;17,4345;32,9936;1.721;
IMA-B;06/10/2011;2.665,726881;-0,0622;0,9010;11,7489;17,0227;33,2541;1.718;
IMA-B;07/10/2011;2.672,493265;0,2538;1,1571;12,0326;17,1904;33,9128;1.723;
IMA-B;10/10/2011;2.675,433458;0,1100;1,2684;12,1558;17,2821;34,6311;1.725;
IMA-B;11/10/2011;2.683,627535;0,3063;1,5786;12,4993;17,5853;35,0434;1.728;
IMA-B;13/10/2011;2.682,367740;-0,0469;1,5309;12,4465;17,1756;34,9494;1.729;
IMA-B;14/10/2011;2.675,209392;-0,2669;1,2599;12,1464;15,9521;34,5368;1.724;
IMA-B;17/10/2011;2.671,802787;-0,1273;1,1310;12,0036;15,5400;34,8599;1.719;
IMA-B;18/10/2011;2.675,760205;0,1481;1,2808;12,1695;15,9112;35,0597;1.724;
IMA-B;19/10/2011;2.675,081332;-0,0254;1,2551;12,1411;16,6938;35,5153;1.722;
IMA-B;20/10/2011;2.655,710058;-0,7241;0,5219;11,3290;15,2805;34,2975;1.707;
IMA-B;21/10/2011;2.661,136811;0,2043;0,7273;11,5565;15,9115;34,3956;1.710;
IMA-B;24/10/2011;2.658,773136;-0,0888;0,6378;11,4574;15,8032;34,1537;1.706;
IMA-B;25/10/2011;2.657,793085;-0,0369;0,6007;11,4163;16,0944;34,1042;1.704;
IMA-B;26/10/2011;2.665,196528;0,2786;0,8809;11,7267;15,8582;34,2972;1.706;
IMA-B;27/10/2011;2.667,781567;0,0970;0,9788;11,8351;16,1985;34,2911;1.707;
IMA-B;28/10/2011;2.675,549482;0,2912;1,2728;12,1607;16,3498;34,7424;1.713;
IMA-B;31/10/2011;2.683,001501;0,2785;1,5549;12,4731;16,1661;35,3767;1.718;
IMA-B;01/11/2011;2.677,892641;-0,1904;-0,1904;12,2589;15,7197;35,1189;1.715;
IMA-B;03/11/2011;2.677,855387;-0,0014;-0,1918;12,2574;15,6442;34,9507;1.714;
IMA-B;04/11/2011;2.679,317249;0,0546;-0,1373;12,3186;15,5992;34,9923;1.710;
IMA-B;07/11/2011;2.682,446628;0,1168;-0,0207;12,4498;15,5721;35,0515;1.708;
IMA-B;08/11/2011;2.686,197132;0,1398;0,1191;12,6071;15,8779;35,2403;1.708;
IMA-B;09/11/2011;2.701,764265;0,5795;0,6993;13,2596;16,1861;36,0766;1.717;
IMA-B;10/11/2011;2.700,595297;-0,0433;0,6558;13,2106;15,6382;35,9841;1.716;
IMA-B;11/11/2011;2.708,066512;0,2767;0,9342;13,5238;15,8671;36,5236;1.719;
IMA-B;14/11/2011;2.712,673525;0,1701;1,1059;13,7170;15,8410;36,9178;1.720;
IMA-B;16/11/2011;2.718,833724;0,2271;1,3355;13,9752;16,6130;37,1391;1.748;
IMA-B;17/11/2011;2.719,755003;0,0339;1,3699;14,0138;16,5413;36,6401;1.823;
IMA-B;18/11/2011;2.721,988082;0,0821;1,4531;14,1074;16,9973;36,3199;1.823;
IMA-B;21/11/2011;2.718,479780;-0,1289;1,3223;13,9604;16,8263;36,0024;1.819;
IMA-B;22/11/2011;2.716,234704;-0,0826;1,2387;13,8662;17,6138;35,8901;1.818;
IMA-B;23/11/2011;2.715,603571;-0,0232;1,2151;13,8398;17,4301;35,7969;1.815;
IMA-B;24/11/2011;2.717,328155;0,0635;1,2794;13,9121;17,2053;35,8077;1.810;
IMA-B;25/11/2011;2.721,474474;0,1526;1,4340;14,0859;17,0096;35,9546;1.811;
IMA-B;28/11/2011;2.721,377446;-0,0036;1,4303;14,0818;17,0162;35,8795;1.811;
IMA-B;29/11/2011;2.725,670474;0,1578;1,5903;14,2618;17,3737;36,0939;1.812;
IMA-B;30/11/2011;2.737,302528;0,4268;2,0239;14,7494;17,4926;36,6943;1.818;
IMA-B;01/12/2011;2.730,928147;-0,2329;-0,2329;14,4822;17,1478;36,1454;1.813;
IMA-B;02/12/2011;2.731,872207;0,0346;-0,1984;14,5218;17,1884;36,1013;1.812;
IMA-B;05/12/2011;2.726,539468;-0,1952;-0,3932;14,2982;16,8957;35,7716;1.806;
IMA-B;06/12/2011;2.731,025416;0,1645;-0,2293;14,4863;17,3925;35,9950;1.807;
IMA-B;07/12/2011;2.741,372761;0,3789;0,1487;14,9201;17,7444;36,4689;1.813;
IMA-B;08/12/2011;2.741,523912;0,0055;0,1542;14,9264;17,8307;36,5081;1.811;
IMA-B;09/12/2011;2.745,640950;0,1502;0,3046;15,0990;17,8348;36,7040;1.816;
IMA-B;12/12/2011;2.750,867842;0,1904;0,4956;15,3181;17,3750;36,6510;1.817;
IMA-B;13/12/2011;2.750,855871;-0,0004;0,4951;15,3176;17,2106;36,6504;1.816;
IMA-B;14/12/2011;2.747,642245;-0,1168;0,3777;15,1829;16,6085;36,3754;1.811;
IMA-B;15/12/2011;2.743,155894;-0,1633;0,2138;14,9948;16,1714;36,0424;1.806;
IMA-B;16/12/2011;2.739,486201;-0,1338;0,0798;14,8410;15,7583;35,7915;1.801;
IMA-B;19/12/2011;2.738,807594;-0,0248;0,0550;14,8125;15,4957;35,4041;1.800;
IMA-B;20/12/2011;2.743,528892;0,1724;0,2275;15,0104;15,7121;35,6375;1.801;
IMA-B;21/12/2011;2.749,180209;0,2060;0,4339;15,2473;15,8742;35,6759;1.804;
IMA-B;22/12/2011;2.737,165665;-0,4370;-0,0050;14,7437;15,3380;34,7515;1.797;
IMA-B;23/12/2011;2.731,658280;-0,2012;-0,2062;14,5128;15,0783;34,3832;1.793;
IMA-B;26/12/2011;2.727,202218;-0,1631;-0,3690;14,3260;14,8353;34,1091;1.790;
IMA-B;27/12/2011;2.734,059885;0,2515;-0,1185;14,6135;15,0555;34,4463;1.793;
IMA-B;28/12/2011;2.737,018028;0,1082;-0,0104;14,7375;15,0331;34,4770;1.792;
IMA-B;29/12/2011;2.744,650926;0,2789;0,2685;15,0575;15,2953;34,7819;1.797;
IMA-B;30/12/2011;2.745,862130;0,0441;0,3127;15,1082;15,1635;34,7826;1.796;
IMA-B;02/01/2012;2.753,849142;0,2909;0,2909;0,2909;15,4431;35,1194;1.800;
IMA-B;03/01/2012;2.755,256582;0,0511;0,3421;0,3421;15,5667;35,1884;1.801;
IMA-B;04/01/2012;2.745,947000;-0,3379;0,0031;0,0031;15,3154;34,5485;1.793;
IMA-B;05/01/2012;2.740,586441;-0,1952;-0,1921;-0,1921;15,1977;34,0674;1.788;
IMA-B;06/01/2012;2.745,010702;0,1614;-0,0310;-0,0310;15,5158;34,0792;1.788;
IMA-B;09/01/2012;2.742,317270;-0,0981;-0,1291;-0,1291;15,8138;33,7249;1.783;
IMA-B;10/01/2012;2.747,749926;0,1981;0,0688;0,0688;16,2593;33,9898;1.785;
IMA-B;11/01/2012;2.747,724163;-0,0009;0,0678;0,0678;16,0300;33,9691;1.784;
IMA-B;12/01/2012;2.744,412138;-0,1205;-0,0528;-0,0528;15,6997;33,7950;1.779;
IMA-B;13/01/2012;2.748,502450;0,1490;0,0962;0,0962;15,5403;33,8634;1.780;
IMA-B;16/01/2012;2.752,246505;0,1362;0,2325;0,2325;15,5968;33,9753;1.782;
IMA-B;17/01/2012;2.750,558170;-0,0613;0,1710;0,1710;15,4663;33,8931;1.778;
IMA-B;18/01/2012;2.756,849033;0,2287;0,4001;0,4001;15,5513;34,1244;1.780;
IMA-B;19/01/2012;2.760,945707;0,1486;0,5493;0,5493;15,7098;34,4004;1.779;
IMA-B;20/01/2012;2.775,136768;0,5140;1,0661;1,0661;16,2387;34,9964;1.788;
IMA-B;23/01/2012;2.769,396185;-0,2069;0,8571;0,8571;16,0462;34,8082;1.783;
IMA-B;24/01/2012;2.770,531584;0,0410;0,8984;0,8984;16,5981;34,8635;1.781;
IMA-B;25/01/2012;2.771,648537;0,0403;0,9391;0,9391;16,5815;34,8181;1.780;
IMA-B;26/01/2012;2.786,086529;0,5209;1,4649;1,4649;17,2160;35,4162;1.783;
IMA-B;27/01/2012;2.792,738476;0,2388;1,7072;1,7072;17,4540;35,5554;1.783;
IMA-B;30/01/2012;2.798,644283;0,2115;1,9222;1,9222;17,6696;35,7110;1.781;
IMA-B;31/01/2012;2.790,660319;-0,2853;1,6315;1,6315;17,3515;35,3238;1.771;
IMA-B;01/02/2012;2.787,484972;-0,1138;-0,1138;1,5158;16,9768;35,0297;1.763;
IMA-B;02/02/2012;2.783,523387;-0,1421;-0,2557;1,3716;16,6135;34,6725;1.753;
IMA-B;03/02/2012;2.781,997207;-0,0548;-0,3104;1,3160;16,7208;34,2668;1.750;
IMA-B;06/02/2012;2.778,744344;-0,1169;-0,4270;1,1975;16,9155;33,6383;1.746;
IMA-B;07/02/2012;2.787,530470;0,3162;-0,1122;1,5175;17,3196;34,0608;1.753;
IMA-B;08/02/2012;2.795,167759;0,2740;0,1615;1,7956;17,0305;34,2650;1.757;
IMA-B;09/02/2012;2.807,598125;0,4447;0,6069;2,2483;17,4646;34,7582;1.765;
IMA-B;10/02/2012;2.818,851524;0,4008;1,0102;2,6582;18,0328;35,1333;1.770;
IMA-B;13/02/2012;2.821,698061;0,1010;1,1122;2,7618;18,2127;34,9635;1.772;
IMA-B;14/02/2012;2.832,688429;0,3895;1,5060;3,1621;18,8513;35,4892;1.779;
IMA-B;15/02/2012;2.834,863428;0,0768;1,5840;3,2413;19,0949;35,5932;1.803;
IMA-B;16/02/2012;2.841,804943;0,2449;1,8327;3,4941;19,0911;35,9252;1.833;
IMA-B;17/02/2012;2.851,541303;0,3426;2,1816;3,8487;19,3491;36,2250;1.838;
IMA-B;22/02/2012;2.853,843939;0,0808;2,2641;3,9325;19,3518;36,0444;1.838;
IMA-B;23/02/2012;2.853,715741;-0,0045;2,2595;3,9279;19,2969;35,9315;1.837;
IMA-B;24/02/2012;2.844,054734;-0,3385;1,9133;3,5760;19,0498;35,4474;1.830;
IMA-B;27/02/2012;2.840,896897;-0,1110;1,8002;3,4610;18,8130;35,3851;1.825;
IMA-B;28/02/2012;2.850,171545;0,3265;2,1325;3,7988;19,0888;35,8271;1.828;
IMA-B;29/02/2012;2.851,309986;0,0399;2,1733;3,8402;18,9989;35,9425;1.827;
IMA-B;01/03/2012;2.852,567996;0,0441;0,0441;3,8861;19,0514;36,0024;1.823;
IMA-B;02/03/2012;2.862,301521;0,3412;0,3855;4,2405;19,4238;36,3829;1.824;
IMA-B;05/03/2012;2.867,097135;0,1675;0,5537;4,4152;19,5761;36,5809;1.825;
IMA-B;06/03/2012;2.869,864153;0,0965;0,6507;4,5160;19,6915;36,7127;1.826;
IMA-B;07/03/2012;2.874,711843;0,1689;0,8207;4,6925;19,8936;36,9437;1.827;
IMA-B;08/03/2012;2.894,128624;0,6754;1,5017;5,3996;20,7034;38,0936;1.835;
IMA-B;09/03/2012;2.907,860217;0,4745;1,9833;5,8997;21,2097;38,6277;1.841;
IMA-B;12/03/2012;2.905,968083;-0,0651;1,9169;5,8308;20,6014;38,2028;1.838;
IMA-B;13/03/2012;2.903,153481;-0,0969;1,8182;5,7283;20,4846;38,0689;1.836;
IMA-B;14/03/2012;2.892,676046;-0,3609;1,4508;5,3467;20,2084;37,5706;1.827;
IMA-B;15/03/2012;2.900,559039;0,2725;1,7272;5,6338;20,6555;37,7379;1.839;
IMA-B;16/03/2012;2.897,422151;-0,1081;1,6172;5,5196;20,5039;37,4095;1.834;
IMA-B;19/03/2012;2.888,846047;-0,2960;1,3164;5,2073;19,9264;36,1304;1.827;
IMA-B;20/03/2012;2.890,175059;0,0460;1,3631;5,2557;19,9816;36,1930;1.826;
IMA-B;21/03/2012;2.894,629435;0,1541;1,5193;5,4179;20,1313;36,4029;1.829;
IMA-B;22/03/2012;2.895,219154;0,0204;1,5400;5,4393;19,9171;36,3934;1.828;
IMA-B;23/03/2012;2.898,070164;0,0985;1,6400;5,5432;19,7648;36,3780;1.828;
IMA-B;26/03/2012;2.898,309312;0,0083;1,6483;5,5519;19,7952;36,1585;1.827;
IMA-B;27/03/2012;2.904,126134;0,2007;1,8523;5,7637;20,0357;36,4318;1.830;
IMA-B;28/03/2012;2.908,182885;0,1397;1,9946;5,9115;20,1236;36,6224;1.831;
IMA-B;29/03/2012;2.905,932373;-0,0774;1,9157;5,8295;20,1142;36,2845;1.828;
IMA-B;30/03/2012;2.905,859160;-0,0025;1,9131;5,8268;19,7688;35,9766;1.826;
IMA-B;02/04/2012;2.910,126284;0,1468;0,1468;5,9822;19,5434;35,7272;1.826;
IMA-B;03/04/2012;2.902,496477;-0,2622;-0,1157;5,7044;19,2300;35,3713;1.817;
IMA-B;04/04/2012;2.906,288505;0,1306;0,0148;5,8425;19,3189;35,5482;1.816;
IMA-B;05/04/2012;2.908,602706;0,0796;0,0944;5,9268;19,5897;35,5569;1.818;
IMA-B;09/04/2012;2.918,964503;0,3562;0,4510;6,3041;19,8209;34,9888;1.825;
IMA-B;10/04/2012;2.933,182560;0,4871;0,9403;6,8219;20,4046;35,6464;1.837;
IMA-B;11/04/2012;2.936,818634;0,1240;1,0654;6,9543;20,6047;35,8145;1.840;
IMA-B;12/04/2012;2.946,536663;0,3309;1,3998;7,3083;20,8717;36,1932;1.848;
IMA-B;13/04/2012;2.951,762739;0,1774;1,5797;7,4986;21,0140;36,9453;1.852;
IMA-B;16/04/2012;2.955,751106;0,1351;1,7169;7,6438;21,1054;37,7561;1.855;
IMA-B;17/04/2012;2.963,630151;0,2666;1,9881;7,9308;21,4282;38,1233;1.875;
IMA-B;18/04/2012;2.968,751661;0,1728;2,1643;8,1173;21,6652;38,3620;1.877;
IMA-B;19/04/2012;2.989,335157;0,6933;2,8727;8,8669;22,4611;39,6642;1.889;
IMA-B;20/04/2012;2.994,854186;0,1846;3,0626;9,0679;22,7128;40,5739;1.893;
IMA-B;23/04/2012;2.997,361175;0,0837;3,1489;9,1592;22,8155;40,2849;1.894;
IMA-B;24/04/2012;3.017,323788;0,6660;3,8359;9,8862;23,6335;41,2192;1.908;
IMA-B;25/04/2012;3.029,910493;0,4171;4,2690;10,3446;24,5228;41,8083;1.916;
IMA-B;26/04/2012;3.029,950908;0,0013;4,2704;10,3461;24,3923;41,6677;1.914;
IMA-B;27/04/2012;3.037,661543;0,2545;4,5357;10,6269;24,5551;42,2321;1.916;
IMA-B;30/04/2012;3.034,299989;-0,1107;4,4201;10,5045;24,1553;40,8501;1.911;
IMA-B;02/05/2012;3.065,800896;1,0382;1,0382;11,6517;25,1900;42,3124;1.930;
IMA-B;03/05/2012;3.070,054500;0,1387;1,1783;11,8066;25,1491;42,3763;1.932;
IMA-B;04/05/2012;3.129,331176;1,9308;3,1319;13,9653;27,4062;45,3063;1.978;
IMA-B;07/05/2012;3.185,834286;1,8056;4,9940;16,0231;29,6769;50,0206;2.025;
IMA-B;08/05/2012;3.132,031254;-1,6888;3,2209;14,0637;27,4869;47,4870;1.976;
IMA-B;09/05/2012;3.091,325592;-1,2997;1,8794;12,5812;25,7278;45,5702;1.940;
IMA-B;10/05/2012;3.145,149721;1,7411;3,6532;14,5414;27,9023;47,8088;1.983;
IMA-B;11/05/2012;3.140,194948;-0,1575;3,4899;14,3610;27,5714;47,2449;1.976;
IMA-B;14/05/2012;3.141,435154;0,0395;3,5308;14,4062;27,2879;46,3418;1.973;
IMA-B;15/05/2012;3.142,778539;0,0428;3,5751;14,4551;27,3423;46,4044;1.996;
IMA-B;16/05/2012;3.150,660496;0,2508;3,8348;14,7421;27,3641;46,7716;2.022;
IMA-B;17/05/2012;3.167,648065;0,5392;4,3947;15,3608;27,8140;47,4804;2.038;
IMA-B;18/05/2012;3.179,682404;0,3799;4,7913;15,7991;28,1277;48,2571;2.047;
IMA-B;21/05/2012;3.163,144904;-0,5201;4,2463;15,1968;27,4805;47,5789;2.034;
IMA-B;22/05/2012;3.091,682179;-2,2592;1,8911;12,5942;24,6005;44,2448;1.979;
IMA-B;23/05/2012;3.106,043718;0,4645;2,3644;13,1172;25,2799;44,9148;1.992;
IMA-B;24/05/2012;3.075,434925;-0,9855;1,3557;12,0025;24,1312;43,6006;1.971;
IMA-B;25/05/2012;3.092,773353;0,5638;1,9271;12,6340;24,7908;44,4224;1.985;
IMA-B;28/05/2012;3.102,996105;0,3305;2,2640;13,0063;25,0312;44,6707;1.994;
IMA-B;29/05/2012;3.113,984795;0,3541;2,6261;13,4065;25,4740;45,1830;1.997;
IMA-B;30/05/2012;3.110,668646;-0,1065;2,5168;13,2857;25,3230;45,0284;1.988;
IMA-B;31/05/2012;3.093,953997;-0,5373;1,9660;12,6770;24,7355;44,1146;1.970;
IMA-B;01/06/2012;3.074,848591;-0,6175;-0,6175;11,9812;23,9395;42,9170;1.948;
IMA-B;04/06/2012;3.013,105726;-2,0080;-2,6131;9,7326;21,6894;39,1982;1.895;
IMA-B;05/06/2012;3.023,160592;0,3337;-2,2881;10,0988;22,0955;39,6627;1.903;
IMA-B;06/06/2012;3.031,675696;0,2817;-2,0129;10,4089;22,6043;40,0561;1.914;
IMA-B;08/06/2012;3.057,450660;0,8502;-1,1798;11,3476;23,2141;41,0316;1.933;
IMA-B;11/06/2012;3.028,052347;-0,9615;-2,1300;10,2769;21,7813;39,6843;1.905;
IMA-B;12/06/2012;3.033,046370;0,1649;-1,9686;10,4588;21,9821;39,9147;1.906;
IMA-B;13/06/2012;3.040,643090;0,2505;-1,7231;10,7355;22,1950;40,2652;1.910;
IMA-B;14/06/2012;3.045,413539;0,1569;-1,5689;10,9092;22,4360;40,4459;1.910;
IMA-B;15/06/2012;3.023,001048;-0,7359;-2,2933;10,0930;21,3966;39,6755;1.886;
IMA-B;18/06/2012;3.027,861078;0,1608;-2,1362;10,2700;21,5524;39,4320;1.862;
IMA-B;19/06/2012;3.038,311409;0,3451;-1,7984;10,6505;21,9720;39,9132;1.867;
IMA-B;20/06/2012;3.045,746925;0,2447;-1,5581;10,9213;22,2931;40,2556;1.871;
IMA-B;21/06/2012;3.060,948313;0,4991;-1,0668;11,4749;22,9242;40,8692;1.883;
IMA-B;22/06/2012;3.062,400791;0,0475;-1,0198;11,5278;23,0129;40,9333;1.885;
IMA-B;25/06/2012;3.081,992445;0,6397;-0,3866;12,2413;23,8811;41,8747;1.901;
IMA-B;26/06/2012;3.082,561050;0,0184;-0,3682;12,2620;23,9040;41,9009;1.900;
IMA-B;27/06/2012;3.077,132243;-0,1761;-0,5437;12,0643;23,9380;41,6510;1.894;
IMA-B;28/06/2012;3.069,113154;-0,2606;-0,8029;11,7723;23,9263;41,2115;1.883;
IMA-B;29/06/2012;3.078,495467;0,3057;-0,4996;12,1140;24,3289;41,7402;1.885;
IMA-B;02/07/2012;3.088,430921;0,3227;0,3227;12,4758;24,8015;41,6276;1.889;
IMA-B;03/07/2012;3.090,362012;0,0625;0,3855;12,5461;24,8795;41,7162;1.889;
IMA-B;04/07/2012;3.080,833612;-0,3083;0,0760;12,1991;24,4132;41,2792;1.879;
IMA-B;05/07/2012;3.068,809159;-0,3903;-0,3146;11,7612;24,0193;40,6888;1.869;
IMA-B;06/07/2012;3.079,732540;0,3559;0,0402;12,1590;24,4049;41,2423;1.875;
IMA-B;09/07/2012;3.080,345142;0,0199;0,0601;12,1813;24,4275;41,6275;1.874;
IMA-B;10/07/2012;3.089,990601;0,3131;0,3734;12,5326;24,8171;42,0710;1.877;
IMA-B;11/07/2012;3.110,096577;0,6507;1,0265;13,2648;25,7466;42,9954;1.889;
IMA-B;12/07/2012;3.106,158974;-0,1266;0,8986;13,1214;25,5868;43,1373;1.883;
IMA-B;13/07/2012;3.119,347613;0,4246;1,3270;13,6018;26,0512;43,5288;1.891;
IMA-B;16/07/2012;3.134,814749;0,4958;1,8294;14,1650;26,5494;42,9189;1.899;
IMA-B;17/07/2012;3.135,977105;0,0371;1,8672;14,2074;26,5963;42,9719;1.899;
IMA-B;18/07/2012;3.144,596510;0,2749;2,1472;14,5213;26,8474;43,3649;1.903;
IMA-B;19/07/2012;3.155,795639;0,3561;2,5110;14,9291;27,2571;44,0177;1.909;
IMA-B;20/07/2012;3.180,554469;0,7846;3,3152;15,8308;28,2596;45,1932;1.926;
IMA-B;23/07/2012;3.189,755960;0,2893;3,6141;16,1659;28,4779;45,0882;1.929;
IMA-B;24/07/2012;3.176,883888;-0,4035;3,1960;15,6971;27,9594;44,5027;1.916;
IMA-B;25/07/2012;3.184,255072;0,2320;3,4354;15,9656;28,3306;44,8379;1.920;
IMA-B;26/07/2012;3.180,888615;-0,1057;3,3261;15,8430;27,9948;44,7693;1.918;
IMA-B;27/07/2012;3.158,282221;-0,7107;2,5917;15,0197;27,0082;43,4510;1.901;
IMA-B;30/07/2012;3.159,616862;0,0423;2,6351;15,0683;26,9131;43,0582;1.900;
IMA-B;31/07/2012;3.167,159498;0,2387;2,8801;15,3430;27,2160;43,3997;1.904;
IMA-B;01/08/2012;3.176,468807;0,2939;0,2939;15,6820;27,5515;43,8212;1.908;
IMA-B;02/08/2012;3.179,358685;0,0910;0,3852;15,7873;27,5481;44,0859;1.908;
IMA-B;03/08/2012;3.177,027330;-0,0733;0,3116;15,7024;27,4858;44,1348;1.905;
IMA-B;06/08/2012;3.180,960668;0,1238;0,4358;15,8456;27,7193;44,3257;1.906;
IMA-B;07/08/2012;3.195,053295;0,4430;0,8807;16,3588;28,2851;44,9651;1.914;
IMA-B;08/08/2012;3.201,651112;0,2065;1,0890;16,5991;28,4465;45,2645;1.913;
IMA-B;09/08/2012;3.196,255249;-0,1685;0,9187;16,4026;28,1631;44,9974;1.906;
IMA-B;10/08/2012;3.181,210842;-0,4707;0,4437;15,8547;27,5694;44,2580;1.894;
IMA-B;13/08/2012;3.184,120880;0,0915;0,5355;15,9607;27,3511;43,0016;1.895;
IMA-B;14/08/2012;3.182,169974;-0,0613;0,4739;15,8896;27,2731;42,9139;1.893;
IMA-B;15/08/2012;3.193,984830;0,3713;0,8470;16,3199;27,2356;43,4446;1.929;
IMA-B;16/08/2012;3.180,151921;-0,4331;0,4102;15,8162;26,0473;42,0169;2.038;
IMA-B;17/08/2012;3.186,048728;0,1854;0,5964;16,0309;25,7284;42,3752;2.041;
IMA-B;20/08/2012;3.172,999415;-0,4096;0,1844;15,5557;23,9149;41,1167;2.033;
IMA-B;21/08/2012;3.186,447201;0,4238;0,6090;16,0454;24,4400;41,7148;2.040;
IMA-B;22/08/2012;3.182,688039;-0,1180;0,4903;15,9085;24,2186;41,5476;2.035;
IMA-B;23/08/2012;3.182,909557;0,0070;0,4973;15,9166;23,8123;41,4340;2.035;
IMA-B;24/08/2012;3.189,329126;0,2017;0,7000;16,1504;23,8202;41,4330;2.038;
IMA-B;27/08/2012;3.199,399759;0,3158;1,0180;16,5171;23,0095;42,1280;2.042;
IMA-B;28/08/2012;3.207,541152;0,2545;1,2750;16,8136;23,3226;42,4897;2.045;
IMA-B;29/08/2012;3.206,584644;-0,0298;1,2448;16,7788;22,0655;42,4472;2.044;
IMA-B;30/08/2012;3.215,615634;0,2816;1,5300;17,1077;22,7162;42,9610;2.049;
IMA-B;31/08/2012;3.224,438559;0,2744;1,8085;17,4290;22,8505;43,1313;2.053;
IMA-B;03/09/2012;3.228,044964;0,1118;0,1118;17,5603;22,0398;43,3654;2.053;
IMA-B;04/09/2012;3.228,120891;0,0024;0,1142;17,5631;22,0426;43,3687;2.050;
IMA-B;05/09/2012;3.229,558505;0,0445;0,1588;17,6155;21,9587;43,4326;2.044;
IMA-B;06/09/2012;3.224,138714;-0,1678;-0,0093;17,4181;21,6495;42,9470;2.040;
IMA-B;10/09/2012;3.218,697881;-0,1688;-0,1780;17,2199;21,6156;42,7729;2.036;
IMA-B;11/09/2012;3.219,115079;0,0130;-0,1651;17,2351;21,6314;42,7914;2.032;
IMA-B;12/09/2012;3.227,111987;0,2484;0,0829;17,5264;21,7323;43,1461;2.035;
IMA-B;13/09/2012;3.229,494124;0,0738;0,1568;17,6131;22,0318;43,2745;2.034;
IMA-B;14/09/2012;3.229,211420;-0,0088;0,1480;17,6028;22,1533;43,1209;2.031;
IMA-B;17/09/2012;3.234,780176;0,1724;0,3207;17,8056;22,2262;44,0625;2.031;
IMA-B;18/09/2012;3.231,813489;-0,0917;0,2287;17,6976;22,1141;43,9304;2.053;
IMA-B;19/09/2012;3.227,386596;-0,1370;0,0914;17,5364;22,1441;43,7332;2.046;
IMA-B;20/09/2012;3.234,979244;0,2353;0,3269;17,8129;22,7600;44,1820;2.048;
IMA-B;21/09/2012;3.236,844444;0,0577;0,3847;17,8808;23,6013;43,9502;2.044;
IMA-B;24/09/2012;3.241,321296;0,1383;0,5236;18,0438;23,8836;43,4716;2.042;
IMA-B;25/09/2012;3.248,738492;0,2288;0,7536;18,3140;24,1671;43,8000;2.042;
IMA-B;26/09/2012;3.248,940607;0,0062;0,7599;18,3213;23,6650;43,8089;2.041;
IMA-B;27/09/2012;3.256,887541;0,2446;1,0063;18,6107;24,1665;44,1786;2.047;
IMA-B;28/09/2012;3.270,712226;0,4245;1,4351;19,1142;24,3152;44,8577;2.057;
IMA-B;01/10/2012;3.278,171406;0,2281;0,2281;19,3859;24,0828;44,5466;2.060;
IMA-B;02/10/2012;3.287,099162;0,2723;0,5010;19,7110;24,4207;44,9403;2.064;
